status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
This mother set up a secret camera so that she could film her kids playing and send the footage to their grandma. You can imagine her shock when she went back to review the footage and saw what her husband did.,Mom Who Set Up Hidden Camera To Watch Kids Gets Unexpected Surprise (Video),link,http://www.cookingpanda.com/story/trending/2017/02/17/mom-who-set-hidden-camera-watch-kids-gets-unexpected-surprise-video?fb=ov,2/18/17 8:21,515,35,75,400,81,1,33,0,0
"A man died at the age of 34. His horse, Sereno, meant everything to him - and vice versa. Sereno walked to the funeral with the rest of the man's friends and family and looked at the casket. Then he slowly walked over and smelled it. That's when onlookers noticed something.",Horse Walks Over To Best Friend's Casket And Smells It - And That's When It Happens (Video),link,https://www.opposingviews.com/i/society/after-man-dies-horse-smells-his-casket-and-thats-when-it-happened?fb=ov,2/18/17 8:01,1498,45,315,829,132,13,1,522,1
"These new parents took their 1-month-old baby to the hospital. When their Muslim doctor suggested they leave her overnight, they followed his directions. The following day, they came back to get her. That's when they saw what the disturbing thing he had done to the defenseless baby.",Doctor Tells Parents To Leave Their Daughter Overnight; They Return 1 Day Later And Make Disturbing Find,link,http://www.americanow.com/story/health/2017/01/30/parents-leave-baby-doctor-come-back-shocking-find?fb=ov,2/18/17 7:40,408,166,170,65,3,9,2,53,276
"An hour after being officially hired at KFC, this woman's new boss called her back and said with no apologies: we actually can't hire someone like you.",KFC Sparks Outrage For Why They Fired This Woman; Should They Be Punished?,link,http://www.americanow.com/story/society/2017/02/17/kfc-sparks-outrage-why-they-fired-woman-should-they-be-punished?fb=ov,2/18/17 7:20,75,67,30,29,1,17,11,10,7
"A woman began suffering from a strange, mysterious itch. She went to see the doctor several times, but after getting medication for scabies, there was no sign of improvement. She didn't find out what it actually was until much later.",Woman Doesn't Discover Cause Of 'Mysterious Itch' Until It's Too late,link,http://www.americanow.com/story/health/2016/07/10/woman-doesnt-discover-cause-mysterious-itch-until-its-too-late?fb=ov,2/18/17 7:00,62,7,15,25,0,1,0,29,7
Monica Lewnisky just issued a surprising statement about Barron Trump.,Monica Lewinsky Makes Surprising Comment About Barron Trump,link,https://www.opposingviews.com/i/society/monica-lewinsky-comes-out-defend-barron-trump-cruel-internet-bullies-she-says-all-children?fb=ovMonica,2/18/17 6:40,254,151,35,222,15,15,0,0,2
"First Ricky Gray tied these little girls up. Then he cut their throats. Then he smashed their heads in. Then he did the same to their parents. Yesterday, finally, he was executed. Here's the last word he uttered before he was put down for good.",Man Who Cut Little Girls' Throats And Smashed Their Heads In Gets Executed; His Final Word Was...,link,https://www.opposingviews.com/i/society/nope-last-word-cold-blooded-killer-he-executed-invading-familys-home-and-murdering-two?fb=ovFirst,2/18/17 6:20,1530,751,514,861,23,21,13,145,467
"Two young women were out jogging when, suddenly - they were viciously attacked. The assault lasted for 30 minutes. This is what it looked like at the end of it.",Young Women Brutally Attacked During 30-Minute 'Feeding Frenzy' (Photos),link,http://www.americanow.com/story/society/2017/02/17/young-women-brutally-attacked-during-30-minute-feeding-frenzy-photos?fb=ov,2/18/17 6:00,130,65,25,50,2,13,0,34,31
Agree or disagree: It's time to investigate Trump's ties to Russia.,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154524120301051/?type=3,2/18/17 1:15,2346,2721,247,1908,90,11,175,8,154
Betsy DeVos says critics and protesters around the nation are trying to ruin her life. Are people crossing a line? Or are they right to protest?,DeVos: Critics 'Want To Make My Life A Living Hell',link,https://www.opposingviews.com/i/society/devos-goes-after-critics-who-try-make-her-life-'-living-hell'?fb=ov,2/18/17 0:45,1862,2251,511,950,52,43,424,94,299
Rachel Lindsay is about to do something that no black woman has ever done before. Do you think this is overdue?,The First Black Bachelorette,video,https://www.facebook.com/opposingviews/videos/10154524099201051/,2/18/17 0:10,276,82,49,255,16,2,3,0,0
"Here is a question from President Trump's ""Mainstream Media Accountability Survey."" What's your answer?",Trump's Mainstream Media Survey,video,https://www.facebook.com/opposingviews/videos/10154524091886051/,2/17/17 23:35,556,240,181,526,10,2,9,2,7
These dads treated their daughters to a Valentine's Day present they'll never forget _фЦ‰_фЦ‰_фЦ‰,Dancing Dads,video,https://www.facebook.com/opposingviews/videos/10154524085226051/,2/17/17 23:00,429,30,159,349,43,2,35,0,0
"No American has ever won a world biathlon championship -- until now. Way to go, Lowell Bailey! _ф€__ф€џ_ф€__ф€џ_ф€__ф€џ",American Athlete Makes History,video,https://www.facebook.com/opposingviews/videos/10154524000206051/,2/17/17 22:25,1241,27,501,1157,50,34,0,0,0
What is something you wish you knew earlier in life?,,video,https://www.facebook.com/opposingviews/videos/10154524066491051/,2/17/17 22:00,45,89,8,42,2,1,0,0,0
This man was out biking when saw a dog on the side of the road. The dog was nuzzling a plastic bag and had tears in its eyes. That's when the man decided to see what was in the bag.,"Passersby Notice Dog Yelping On Side Of The Road, Make Troubling Discovery",link,http://www.cookingpanda.com/story/trending/2017/02/14/passersby-notice-dog-yelping-side-road-make-troubling-discovery?fb=abc,2/17/17 21:30,2741,286,416,576,22,10,1,1308,824
These kids missed their mom more than anything while she was deployed overseas -- and that's what made this moment so incredible:,Kids Reunite With Deployed Mom,video,https://www.facebook.com/opposingviews/videos/10154523995161051/,2/17/17 21:00,1346,27,226,1186,144,3,3,10,0
Channing Tatum shared this naked picture of his wife online. Some say it's inappropriate. Others say it's fine. Here's the photo. Decide for yourselves.,Channing Tatum Shares Naked Pic Of Wife Online; Was It Appropriate? (Photo),link,http://www.cookingpanda.com/story/trending/2017/02/16/channing-tatum-shares-naked-pic-wife-online-was-it-appropriate-photo?Fb=abc,2/17/17 20:30,190,183,8,140,21,14,5,6,4
Trump's Homeland Security team has been instructed to do everything legally possible to stop illegal immigration. Does that sound good to you?,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154523992966051/?type=3,2/17/17 20:05,7734,1636,745,6882,544,25,27,30,226
"This man was jailed for rape. One of the inmates got their hands on him and killed him. Four days later, the court realized a terrible mistake had been made.","Man Jailed For Rape Murdered By Inmate, Then The Court Realized It Made A Terrible Mistake",link,https://www.opposingviews.com/i/society/wrongfully-convicted-man-beaten-death-prison,2/17/17 19:30,205,24,38,54,1,23,0,65,62
Do you think President Trump deserves more respect than he gets these days?,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154523826226051/?type=3,2/17/17 18:58,34538,13976,4038,30692,1481,54,1855,38,418
This little boy accidentally walked in on his mother getting intimate with his grandfather. The mom became so worried that her son would tell someone what he saw that she decided to take drastic measures.,Mom Takes Drastic Measures After 8-Year-Old Son Sees Her Getting Intimate With His Grandpa,link,http://www.opposingviews.com/i/society/crime/one-day-boy-walked-his-mom-having-sex-his-grandfather-his-mom-wanted-make-sure-he?fb=abc,2/17/17 18:30,112,35,27,41,0,4,1,26,40
A suicide bomber in Pakistan just killed 72 people. Do attacks like this show the need for Trump's immigration policy?,,video,https://www.facebook.com/opposingviews/videos/10154523657546051/,2/17/17 18:08,813,316,284,581,6,15,3,123,85
Elvis' grandkids were seized by child protective serves after a disturbing discovery was made in the family's home.,Elvis' Grandkids Seized After Disturbing Discovery In Family's Home,link,https://www.opposingviews.com/i/society/elvis-grandkids-taken-away-protective-services-after-disturbing-discovery,2/17/17 17:31,147,19,50,78,3,30,2,32,2
"President Obama just left office last month, but historians already ranked him as the 12th best president of all time in a recent poll. Do you think Obama was a good president?",C-SPAN Historian Poll: Obama Ranks As 12th-Best President,link,https://www.opposingviews.com/i/society/obama-ranks-12th-best-president-c-span-poll?fb=ov,2/17/17 17:00,16986,14212,3207,9650,2297,100,3526,131,1282
"She was one of the most entertaining personalities of the 2000s and built up a huge cult following. Yesterday, she died of a heart attack at age 52. Rest in peace, ma'am.",Popular Star Dies Suddenly At Age 52 From Heart Attack,link,https://www.opposingviews.com/i/society/wwe-star-nicole-bass-dies-heart-attack-age-52,2/17/17 16:30,133,36,82,86,0,7,0,40,0
This California lawmaker has a new plan to make sure citizens get the chance to vote on Election Day. What do you think of it?,California Lawmaker Proposes Making Election Day A Holiday,link,https://www.opposingviews.com/i/society/california-bill-would-make-election-day-holiday?fb=ov,2/17/17 16:00,64,44,5,54,6,0,2,1,1
Diners were excited to see Hillary Clinton eating at their restaurant. Then they noticed who she was eating with and their jaws hit the floor.,Diners Stunned To See Who Hillary Clinton Was Eating With,link,https://www.opposingviews.com/i/social/hillary-clinton-joined-dinner-snls-kate-mckinnon,2/17/17 15:31,1058,406,103,846,93,18,76,4,21
Are you proud to have Melania Trump as America's First Lady?,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154523082191051/?type=3,2/17/17 15:00,10989,3280,1039,9342,758,16,535,65,273
Onlookers were stunned when they saw what this police officer did to a group of innocent civilians:,A Snowball Fight To Remember,video,https://www.facebook.com/opposingviews/videos/10154522902821051/,2/17/17 14:12,356,1,122,307,16,3,30,0,0
These parents did something awful to their 5-year-old daughter on Valentine's Day.,Parents Arrested After Doing Something Disturbing To 5-Year-Old On Valentine's Day,link,https://www.opposingviews.com/i/society/couple-who-gave-their-daughter-five-stranger-valentines-day-and-then-vanished-are-arrested,2/17/17 13:30,350,128,59,107,2,4,1,50,186
The case of the 2 murdered girls who were found in the woods just took a dramatic turn.,Dramatic Twist In Case Of Murdered Young Girls,link,https://www.opposingviews.com/i/society/fbi-agents-raid-farm-house-hunt-killer-who-murdered-two-teenage-girls,2/17/17 13:13,170,14,60,94,0,2,0,58,16
This is not what Donald Trump wanted to hear today.,"'You're Fired': Just Days After Trump Loses Flynn Over Security Issues, He Gets More Bad News",link,https://www.opposingviews.com/i/society/6-trump-aides-fail-background-checks,2/17/17 12:31,189,117,45,103,5,18,54,4,5
This teen girl was ordered by her boss to pull her bra forward and shake it so they could make sure she hadn't stolen anything. Guess what they found...,Boss Orders Teen Girl To Lift Bra And Shake It So He Could See Stolen Items; Guess What He Found,link,http://www.americanow.com/story/society/2017/02/16/teen-quits-job-after-invasive-search-employer,2/17/17 12:01,210,90,30,105,2,26,2,5,70
Paparazzi were shocked by the skirt Malia Obama was wearing and rushed to take photos of it. Malia was visibly disturbed by the circus that unfolded in front of her.,Paparazzi Overwhelm Malia Obama After Seeing Her Dress (Photos),link,https://www.opposingviews.com/i/society/paparazzi-overwhelm-malia-obama-after-seeing-her-dress,2/17/17 11:10,897,907,97,330,16,34,205,100,212
Donald Trump just got rejected by the one person he thought he could count on.,Donald Trump Rejected By One Person He Thought He Could Count On,link,https://www.opposingviews.com/i/world/donald-trump%E2%80%99s-choice-replace-gen-flynn-turns-him-down,2/17/17 9:59,288,165,56,182,9,8,65,18,6
"When her mother and father discovered this drawing their 5-year-old had done, they weren't sure what to make of it. Suddenly they realized she was trying to send them a very disturbing message.","5-Year-Old Draws Strange Picture, Parents Realize She's Sending Them Shocking Message",link,http://www.americanow.com/story/world/2016/10/31/parents-find-girls-drawings-sexual-abuse-priest?fb=abc,2/17/17 9:32,249,28,42,73,2,3,0,63,108
Jennifer Aniston has responded to the Angelina Jolie-Brad Pitt divorce - and she only needed 5 words to sum up what everyone else was thinking.,Jennifer Aniston Responds To Brangelina Divorce With The 5 Words Everyone Was Already Thinking,link,https://www.opposingviews.com/i/society/jennifer-aniston-has-finally-responded-brad-pitt-and-angelina-jolies-divorce?fb=abc,2/17/17 9:00,113,27,13,100,2,5,6,0,0
This lesbian lawmaker decided to visit a mosque to prove that nobody would care about her sexuality there. Here's how that worked out for her.,"Lesbian Lawmaker Visits Mosque To Prove Nobody There Cares About Sexuality, Shocked By Treatment",link,http://www.americanow.com/story/religion/2017/02/16/lesbian-politician-shocked-treatment-mosque,2/17/17 8:31,358,115,81,179,9,20,148,1,1
This mother posted a photo that she thought was completely harmless. It was promptly flagged and her account was banned. Here's the photo. Let us know if something is wrong with it.,"Mom Posts 'Harmless' Photo To Social Media, People Outraged When They Realize What's In It",link,http://www.watchthis.com/story/culture/2016/10/27/mom-posts-harmless-photo-social-media-people-outraged-when-they-realize,2/17/17 8:00,114,118,27,68,6,10,4,19,7
Agree or disagree: Trump is not fit to serve as president.,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154520850361051/?type=3,2/17/17 1:15,2552,4293,271,1861,84,25,175,23,384
A new poll finds that President Trump would easily defeat Elizabeth Warren if she ran for president in 2020. Do you think Trump will win a second term?,Poll: Trump Would Beat Warren If She Ran In 2020,link,https://www.opposingviews.com/i/society/poll-shows-trump-beating-warren-hypothetical-2020-race?fb=ov,2/17/17 0:45,5499,3478,379,4517,319,24,498,21,120
President Trump just issued an ominous warning to whoever is responsible for the ongoing intelligence leaks. Should the leakers should be prosecuted? Or are they doing a service to America?,,video,https://www.facebook.com/opposingviews/videos/10154520818061051/,2/17/17 0:10,796,470,82,684,21,9,48,2,32
Ashton Kutcher delivered a stunning speech to the Senate on the horrors of human trafficking:,,video,https://www.facebook.com/opposingviews/videos/10154520805261051/,2/16/17 23:24,1891,136,752,1602,101,18,1,152,17
President Trump just made an a major policy announcement. Will this order make America safer?,Trump: New Travel Ban Coming Soon,link,https://www.opposingviews.com/i/society/trump-promises-new-travel-ban-soon?fb=ov,2/16/17 22:00,325,76,35,255,28,1,8,3,30
The pope just took a huge shot at President Trump. Was this fair?,Pope Francis Takes Big Shot At Donald Trump,link,https://www.opposingviews.com/i/religion/pope-francis-just-took-big-hit-against-president-trump,2/16/17 21:30,1147,1365,229,651,108,24,43,42,279
YES or NO: Is Donald Trump corrupt?,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154520203191051/?type=3,2/16/17 21:00,6641,14521,796,5025,422,63,696,51,384
Melania Trump says she's miserable being the First Lady. Here's why.,Leak Reveals Why Melania Trump Is Miserable As First Lady,link,http://www.americanow.com/story/society/2017/02/15/details-emerge-melanias-misery-first-lady,2/16/17 20:30,327,626,67,167,4,26,92,25,13
Would you vote for Michelle Obama if she ran for office one day?,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154520196296051/?type=3,2/16/17 20:00,6205,6830,614,3648,472,21,1061,22,981
"This woman was in so much pain that she couldn't even stand. She eventually went to the hospital to get it looked at. Once there, nurses performed an x-ray y -- and that's when they saw what the woman's husband had left inside of her.","Woman Suffering From Intense Pains Goes To Doctors, X-Ray Reveals What Husband Left Inside Her",link,http://www.americanow.com/story/world/2017/02/16/doctors-remove-rolling-pin-womans-abdomen,2/16/17 19:36,186,21,53,71,5,28,1,15,66
Chelsea Clinton is considering running for senate in 2020. Would you vote for her?,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154519786631051/?type=3,2/16/17 19:00,7829,8550,699,4349,316,45,1773,55,1291
This photo of Robert Downey Jr. went viral after people noticed something odd about it. Look closer.,People Notice Something Odd About Robert Downey Jr. Pic; Look Closer,link,https://www.opposingviews.com/i/society/people-outraged-over-robert-downey-jrs-photo,2/16/17 18:30,83,18,6,67,5,0,11,0,0
It seems Americans either love President Trump or they hate him. How do you feel about the president?,Poll: Trump Most Polarizing President In Decades,link,https://www.opposingviews.com/i/society/public-opinions-trump-are-deeply-felt-very-polarized?fb=ov,2/16/17 18:00,6385,4207,635,4110,1537,15,83,32,608
Do you think Americans need to give Trump more of a chance to succeed as president?,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154519769081051/?type=3,2/16/17 17:02,6849,3369,518,5978,331,15,124,9,392
This girlfriend decided to set up a sting for her plumber boyfriend to see whether he'd cheat on her. She was genuinely shocked by the scene that unfolded in front of her.,Woman Surprised After Testing Plumber Boyfriend's Fidelity (Video),link,https://www.opposingviews.com/i/society/woman-sets-boyfriend-see-if-he%E2%80%99s-cheating-surprised-his-response-video,2/16/17 16:48,70,14,19,46,6,3,13,1,1
President Trump just made a bold claim about Democrats. What do you think?,"Trump Rejects Intelligence Findings, Says Bitter Democrats Made Up Russia Meddling Story",link,https://www.opposingviews.com/i/society/trump-insists-democrats-made-russia-meddling-story?fb=ov,2/16/17 16:00,740,414,92,513,25,16,90,12,84
"Police called what they discovered in this man's home ""the most disturbing thing we have ever seen.""",Police Regarding What They Found In Man's Home: 'Most Disturbing Thing We've Ever Seen',link,https://www.opposingviews.com/i/society/man-had-9000-child-and-animal-porn-images,2/16/17 15:34,123,46,27,61,1,6,2,6,47
President Trump just made a major administration announcement. Do you support Trump and his team?,,video,https://www.facebook.com/opposingviews/videos/10154519424831051/,2/16/17 15:05,594,176,37,536,23,1,10,2,22
"After years and years, these secret photos of Marilyn Monroe have surfaced - but it's what's below her chest that reveal her secret.",Famous Marilyn Monroe Rumor Proven True With Newly Leaked,link,https://www.opposingviews.com/i/society/after-years-and-years-these-secret-photos-marilyn-monroe-have-surfaced-its-whats-below-her,2/16/17 14:31,122,14,21,102,5,9,0,5,1
President Trump is vowing to crack down on the leakers who shared classified information with the media. What do you think: Should the leakers be prosecuted?,Trump Vows Action Against 'Low-Life Leakers',link,https://www.opposingviews.com/i/society/trump-promises-action-against-'low-life-leakers'?fb=ov,2/16/17 14:01,2181,1021,219,1901,94,13,131,5,37
"This man brutally raped a young woman. He left her a bloody, bruised up mess. When pressed on what he had done, he bragged about his actions using these 8 words: ""I had the white b---- without a...""","Man Rapes Young Woman, Explains His Actions With 8 Words: ""I Had The White B**ch Without A...""",link,http://www.americanow.com/story/crime/2017/02/15/homeless-man-hiv-arrested-rape-0,2/16/17 13:33,688,238,243,141,4,5,5,63,470
"This passerby saw an officer being violently attacked in front of him, so he stepped up and killed the attacker. Yesterday, he learned his fate.",Passerby Who Killed Man Attacking Cop Learns His Fate,link,https://www.opposingviews.com/i/society/passerby-who-shot-dead-man-who-was-attacking-officer-learns-his-fate,2/16/17 13:05,677,74,163,587,61,23,1,3,2
"This 21-year-old girl found a teen boy who was different and proceeded to endlessly bully him in a variety of ways. Eventually, it became too much for him and he killed himself. Today, the girl found out what would happen to her.",21-Year-Old Girl Who Bullied Teen Boy Until He Killed Himself Learns Her Fate,link,https://www.opposingviews.com/i/society/21-year-old-girl-who-bullied-17-year-old-until-him-committed-suicide-charged-manslaughter,2/16/17 12:00,757,143,165,260,6,8,5,178,300
"Liberty German, 14, and Abigail Williams, 13, were walking along the Delphi Historic Trails on Feb. 13 before they went missing. Yesterday, on Feb. 15, both were found dead. Now, a newly released photo provides insight into what happened to them. Police say if you recognize the man you call 911 immediately.","Cops Release Pic  Showing How Teens Ended Up Dead, Urge Public To Call 911 If They Recognize Man",link,https://www.opposingviews.com/i/society/grainy-photos-reveal-man-walking-near-where-2-girls-were-found-dead,2/16/17 11:00,191,14,187,102,5,4,0,65,15
Some people say this photo of Kate Upton is way too revealing and should be pulled off shelves immediately. Do you think it's appropriate for magazine shelves?,Is This Kate Upton SI Cover Too Racy For Magazine Stands? Critics Call For It To Be Pulled,link,http://www.americanow.com/story/society/2017/02/15/kate-uptons-racy-sports-illustrated-cover-sparks-controversy,2/16/17 10:32,273,222,26,220,8,24,18,0,3
OJ Simpson is set to be released. Here's the latest.,OJ Simpson Is Set To Be Released,link,https://www.opposingviews.com/i/society/oj-simpson-be-released-prison-summer,2/16/17 10:00,884,366,479,496,25,88,23,12,240
"When the cops arrived by the school bus stop and saw blood dripping down this dog's chest, they knew they were too late.","Police Arrive By School And See Blood Dripping Down Dog's Chest, Immediately Realize What Transpired",link,https://www.opposingviews.com/i/society/animal-rights/when-police-arrived-school-bus-stop-and-saw-blood-dripping-down-dogs-chest,2/16/17 9:31,466,60,126,138,3,14,0,220,91
"The entire college campus was shaken after this 18-year-old star student was found dead in her dorm room last month. Well, we finally know what she was doing the night before she died. This is an unbelievable turn.","1 Month Later, Truth About Mysterious Death Of Young Woman Found In Her Dorm Room Finally Revealed",link,https://www.opposingviews.com/i/health/entire-college-campus-was-shaken-after-18-year-old-star-student-was-found-dead-her-dorm,2/16/17 9:01,76,9,22,43,2,3,0,28,0
"For weeks, 9-year-old Zoey would ride home from her grandparents house and notice something about one flag they always passed. Finally, she decided to speak up - and that's when everyone else realized the shocking thing they missed.","9-Year-Old Notices Something About Nearby Flag, Takes Swift Action",link,https://www.opposingviews.com/i/society/weeks-9-year-old-zoey-would-ride-home-her-grandparents-house-and-noticed-something-about,2/16/17 8:35,233,11,25,212,15,5,1,0,0
Michael Moore has one single demand for President Trump.,Michael Moore Has A Demand For President Trump,link,https://www.opposingviews.com/i/politics/michael-moore-has-one-single-demand-president-trump,2/16/17 8:00,210,441,39,114,8,4,57,2,25
"This little kitty lost her back legs in a car accident, but she's not about to let that slow her down. Look at her running around today on these bionic legs!",,video,https://www.facebook.com/opposingviews/videos/10154516581566051/,2/16/17 0:45,1070,39,543,881,146,38,1,4,0
This is why it's dangerous to drive a semi-truck in heavy winds:,,video,https://www.facebook.com/opposingviews/videos/10154516556806051/,2/16/17 0:10,378,48,493,203,1,147,6,19,2
YES or NO: Should he get the death penalty?,,video,https://www.facebook.com/opposingviews/videos/10154516526681051/,2/15/17 23:35,9329,4149,2531,7689,71,140,29,75,1325
"It was a tragic scene: A 7-year-old boy in Ohio was so hungry that he was trying to sell his teddy bear for food money. But when a local police officer saw what was going on, he immediately stepped in and saved the day:",,video,https://www.facebook.com/opposingviews/videos/10154516521331051/,2/15/17 23:00,5509,242,1481,4758,469,38,1,230,13
"LIKE to support, comment to discuss.",,video,https://www.facebook.com/opposingviews/videos/10154516474201051/,2/15/17 22:25,7197,10919,536,2936,184,57,2002,67,1951
"An elderly and very blind hoarder thought her son had moved out of her home 20 years ago. Yesterday, officials made an unexpected discovery on a mattress on the floor.","Blind Hoarder Believes Son Moved Out 20 Years Ago, Then Gets Disturbing News",link,http://www.watchthis.com/story/culture/2016/10/27/blind-hoarder-believes-son-moved-out-20-years-ago-then-gets-disturbing-news,2/15/17 22:00,69,16,25,32,2,20,1,14,0
"1 person is dead and 2 are fighting for their lives after they got a random and disturbing diagnosis. What was more shocking, however, was finding out it was caused by rat urine.","1 Dead, 2 Others Fighting For Their Lives - And Rat Urine Is The Cause",link,https://www.opposingviews.com/i/health/1-person-dead-and-2-are-fighting-their-lives-after-they-got-random-and-disturbing-diagnosis,2/15/17 21:30,66,3,61,41,1,16,0,6,2
Watch Donald Trump give completely contradictory answers when asked if he has a relationship with Vladimir Putin:,,video,https://www.facebook.com/opposingviews/videos/10154516479811051/,2/15/17 21:00,364,272,399,231,6,29,59,5,34
Model Karlie Kloss is coming under serious fire after people noticed one unsettling thing in this latest social media photo.,Model Karlie Kloss Sparks Outrage After People Notice Something 'Unsettling' About This Photo,link,https://www.opposingviews.com/i/social/model-karlie-kloss-coming-under-serious-fire-after-people-noticed-one-unsettling-thing,2/15/17 20:30,21,16,2,15,1,1,4,0,0
"Dashcam footage: This Texas police officer's courage and quick thinking saved a building from catching on fire.LIKE if you think police officers deserve more recognition for the good they do!",,video,https://www.facebook.com/opposingviews/videos/10154516454336051/,2/15/17 20:00,531,36,183,492,24,14,1,0,0
Police are officially after Justin Bieber.,"After Footage Surfaces, Justin Bieber Is Now A Suspect",link,https://www.opposingviews.com/i/society/crime/police-are-officially-after-justin-bieber,2/15/17 19:33,68,25,14,56,3,1,8,0,0
A lot of liberals are outraged over this photo of Ivanka Trump. Do you see anything wrong with it?,,video,https://www.facebook.com/opposingviews/videos/10154516324141051/,2/15/17 19:06,1890,1721,337,1362,139,21,58,13,297
People couldn't help but notice one strange thing about Melania and Ivanka Trump in this picture after the First Lady's first White House appearance since the inauguration.,People Notice Something Odd In This Photo Of Melania And Ivanka; Look Closer,link,https://www.opposingviews.com/i/politics/people-couldnt-help-notice-one-strange-thing-about-melania-and-ivanka-trump-picture-after,2/15/17 18:30,103,120,5,78,1,5,15,3,1
What matters most to you in life? Vote with your reaction!,,video,https://www.facebook.com/opposingviews/videos/10154516120151051/,2/15/17 18:00,794,121,38,677,55,16,46,0,0
These two teenage girls had no idea when they posted these photos online that they would be the last ones they ever took. People who saw them noticed something eerie hiding in plain sight.,People Notice Something Eerie Hiding In Plain Sight Of Final Photos Of Missing Teen Girls,link,https://www.opposingviews.com/i/society/these-two-teenage-girls-had-no-idea-when-they-posted-these-photos-online-they-would-be,2/15/17 17:30,274,49,96,139,5,23,2,103,2
President Trump just made a big move that he says will bring American energy jobs back. Do you support his latest decision?,,video,https://www.facebook.com/opposingviews/videos/10154515949591051/,2/15/17 17:08,684,176,133,575,25,4,7,9,64
"A Texas officer made a disturbing discovery inside this family's car. When he confronted them about it, they offered a horrific excuse for their actions.","Texas Officers Make Disturbing Discovery In Family's Car, They Offer Horrific Excuse",link,http://www.americanow.com/story/society/2017/02/14/saudi-family-texas-leaves-baby-car-watch-movie,2/15/17 16:30,219,93,60,76,1,9,4,21,108
President Trump just came to the defense of Michael Flynn. What do you think of his response?,Trump: 'Wonderful' Flynn Treated Badly by 'Fake Media',link,https://www.opposingviews.com/i/society/trump-says-'wonderful'-flynn-treated-badly-'fake-media'?fb=ov,2/15/17 16:01,402,293,45,291,14,4,34,8,51
"This boy went off to school looking like his usual self. The next time his family saw him - he looked like this. When they demanded answers about what happened to him, they got the last news they wanted to hear.","Parents Demand Answers After Son Ends Up Looking Like This, Get The Last News They Wanted To Hear",link,http://www.americanow.com/story/society/2017/02/15/photos-released-showing-bullied-teen-savagely-beaten,2/15/17 15:30,1925,230,790,392,15,49,6,500,963
Russia just performed a missile launch that violates a key arms treaty with the United States. How do you think President Trump should respond?,,video,https://www.facebook.com/opposingviews/videos/10154515497811051/,2/15/17 15:08,457,910,182,282,4,41,13,8,109
Carlos Santana is sparking some serious backlash after what he just said about Beyonce. Do you agree with him?,Carlos Santana Sparks Outrage After Comment About Why Beyonce Lost Grammy To Adele,link,https://www.opposingviews.com/i/society/carlos-santana-sparking-some-serious-outrage-after-what-he-just-said-about-beyonce-do-you,2/15/17 14:30,562,315,45,441,31,7,76,4,3
"Republican Sen. Lindsey Graham says legislators from both parties will move quickly to investigate Trump if his Russia ties are confirmed.Yes or no: Do you think Trump should be investigated?",GOP Senator Graham: 'Game Changer' If Russia Report Is Confirmed,link,https://www.opposingviews.com/i/society/lindsey-graham-game-changer-if-trump-russia-contacts-are-confirmed?fb=ov,2/15/17 14:05,2189,3348,496,1618,50,39,126,14,342
"It seems like it's one piece of bad news after the other for Ivanka Trump, but this one was definitely unexpected.",More Upsetting News For Ivanka,link,https://www.opposingviews.com/i/politics/it-seems-one-piece-bad-news-after-other-ivanka-trump-one-was-definitely-unexpected-0,2/15/17 13:30,127,83,13,78,9,3,16,15,6
"Donald Trump has had one thing to say about impeachment, and people are taking notice.",Trump's Tweet About Impeachment Goes Viral (Photo),link,https://www.opposingviews.com/i/social/donald-trump-has-had-one-thing-say-about-impeachment-and-people-are-taking-notice,2/15/17 13:01,12297,2061,3617,8558,261,197,2814,40,427
Fans are genuinely worried about Madonna after they noticed something scary in this video she posted online.,Fans Scared For Madonna After Watching Her Video (Video),link,https://www.opposingviews.com/i/social/fans-are-genuinely-worried-about-madonna-after-they-noticed-something-scary-video-she,2/15/17 12:30,121,307,10,40,8,6,56,5,6
Tom Brady has a blunt message for his teammates who are refusing to visit the White House after their Super Bowl win.,Tom Brady Reacts To Patriots Players Snubbing Trump,link,https://www.opposingviews.com/i/politics/tom-brady-has-blunt-message-his-teammates-who-are-refusing-visit-white-house-after-their,2/15/17 12:01,242,206,24,176,10,1,26,4,25
Donald Trump is blaming the latest Russian Allegation on one person.,"Donald Trump Tweets Response To Russia Controversy, Places Blame",link,https://www.opposingviews.com/i/politics/donald-trump-has-officially-responded-latest-russia-allegations-twitter-and-he-says-its,2/15/17 11:30,145,160,20,88,8,3,30,3,13
